CustID,Name,Age,Address,Salary
21680,0naI4NyM ong5n 5Ine,25,Jty8wPGWih9UVDhzfi04R1ve4pxx6FuFy,9942.9
21681,aSSZ9QUC1xYykO,29,2YP3aHCLTlkE2slzE3Au2CPO1WUx5zyANH7,2411.21
21682,UT65U6dUA014R2Rd3,34,JTddcMRNDvXY Vib6Z9G7yuMq2fvNIjEv3 j4ec,4897.04
21683,cYD be52Rtj,28,LCL62EPyl8mipNX6  7rQHe,7363.46
21684,hVMAxfVKo9lgidmiXB,41,zVBl4aa35DEYwkHbKWa,3736.9
21685,SIZhCkpML1BecOO,62,WK1xScU2oupS8lw49wyy8luxAgXaz1E9hu0,1090.39
21686,ET5IfahGgJW6bhh3k57,30,suycSI E yaHpEYLxC0,4724.98
21687,hYUKiirvAS83w,21,5vBRBSPkko ttukT5V0sgIVp,8286.61
21688,f K4kXr2ROZKXM6En,73,4KAvqEcrOUk2tOttlaKIuttkApovy,4156.42
21689,QpxO05eWKg1dlin,50,eTCRiSahXELDMkubzqmhdsMfk,3760.44
21690,uP15MHnlhgp,20,6jPljl8M4A7igghs1i,5539.92
21691,yKz9aX5cpL,65,DZOeXtlpbuylHjIQGj,9378.21
21692,jXhpQhGqavt,19,B8pAngfb901IGN2,7267.05
21693,8e2RNmm6tJlf,85,Wf0D4wT CD6UJSLqI,3611.77
21694,h8gKwfK0gTb,75,0iXZs5fXI4FhH2gZQgeUTWjPgaEhxhL6 7jG6,9304.38
21695,CgGu2awUAkeZ,42,e9R03rb52EXCA1LjiGUt0OSLV322V5vncdLDI,8877.21
21696,YhpVUtjTJoBNHZq,80,m4zykK5CONrhhUPqf2Va5WBQYc8MVNwzUoA6Ua,4839.23
21697,sYh7mofw9KCSK,63,RFHuyNPxsUZbhXblCVndLUntSLHW,7524.99
21698,2TjGae9vNnfdGu CW,91,R1nu8f9HnnB8e5ecj4 Ku515Q,9263.69
21699,LGWP6ZQ9EX,78,tRVLTCsqmYMjwTprIw,9002.61
21700,IUB Bt9IgPt7IqRCj3WV,98,OemvQGEULEB7qhOCgrflccrT,8461.15
21701,bArvmY5IuwIr2H,46,KMQZyYoikl2U,1703.02
21702,S fJw0WItAX6HxFX,55,4mJyvHMwLxcico gXoc1wsar5xogOErv6jyS10,6024.74
21703,08GnXDgQhBV0ngU5jbcZ,22,k tTGozZYlASoW5pZVQ,3328.64
21704,f8b6qXN7dLyh2Ag,40,UG1ARJ4FhKhbVF9ct eyb7e,8505.35
21705,gwc AeXlyLfYTa,51,nAiRODlI3F 5Kk kBgaKT9jZn9Ad 8N8cT7wYo,2686.86
21706,IhV5kZSMTMJqwZCIqG,87,UWDDWEuNR6RfzHa4O50WiA4tvXDgCMzT,7896.01
21707,vY0NNVvJQrRNGdLn,22,B5p9wbXuZ3t3lwL1QQ6yCPo2I1C6a,7346.55
21708,f1lONK4AWXa,28,zhPnL s6hT95utxvlcI9LoCl7NxJbX2J,8617.14
21709,yoS4ng8WZQHoR,64,XQ0K51W1ZyJ1bc2S9,1217.11
21710,BZa7mVxpE7EF8SPT,43,E4A7aERTK8h2xeuVbh,1629.88
21711,40CMJZNP fWJcgH,23,pABQJ4OLSom0UCfNEXMBfi CqBr9SezIiRQp,6422.15
21712,8o3SPNlIpj,85,xySIoUNsSrq2gizfWFcPG4QEaHt,6551.27
21713,gsptTAHWXBCjL8,58,gqBN4ZO5C bJ9PkZXl3jiivqVsmEbx4,6014.76
21714,ZHxJTf uoz2YR8h,37,6HiooMFMaNjUgMU3j3xEQFr0k0Vech7,7955.09
21715, aH5y1ErIix22D,21,dumYfpcMIeldAVKfVMod9HZyMX,4427.77
21716,l7zIB0Ix GPGFkiFXlgy,77,wyssajsrv7YYShLkYXWo,9607.15
21717,OFpcZLgtqKMMKp626Yr4,37,YvaJt1h7aHSgelR,5795.03
21718,HDmBu0MnSItckX9V2t,94,SuIOzXGi PTUSeJXjdM7x 6XHffq,1332.26
21719,4E5sJYu0mHFTL505gm5i,24,FtzTq3pVBgvWgwB,9603.53
21720,nGBKDkmox9HhibxXQ,86,UZInjIIh6wTkDfPYX9fQdn5x583xbJDa8Re6i,1154.91
21721,5Li2BnFv1zB5D,77,HpdHslWRmncYekN5viheyYNDeORSs15iCs4I,2135.56
21722,fXd 1IpTAiqnA1JojJun,44,jw0ba85sPqf 66Z7ceFtwq,4355.52
21723,g5iQi3R12DLHCOwO 2,33,PSG1hZjgmH2wi9jwyKFlqXLRzPRJRXrGS,8006.88
21724,CUEJ0nkytiQ4Og,66,RoroKpoAudLw0iiaC5BD,1437.87
21725,eDHsluG6NX 8Z3,23,gfLEcZpOlo0wlJiUSufVxqaxV,3673.29
21726,N7gKYqZJhH,40,lXTiZx9x SSCXM6z3ES57JsGxfCEPIW43FG,4940.37
21727,2rt3sFDjYczOpp2KiQ,64,ZmFxb5BtNlubczZH8pXLUwT5vZhZhX5vhR526Q,7635.96
21728,05WcFW3fokqA,37,t6FjEASKdS2JN0CjY1VWUaiGOJ,1059.96
21729,y3JjBGGuWI J,60,tJmLJTGNZPZI IPuyKHxDxQo6RbY pc,6202.1
21730,CQdfMe4Ntf,78,sQHj8jHWOWNvQzjS0ZfvUQk,2307.91
21731,FznKT0Rzi5CL2VEi,50,oGEKZ2zkisr5YPXcgNeahc5eavNc9e,8462.62
21732,C mPQpE0Lmb3tH b,54,4ZUM LtF lOZaP2soV2qA3AHha0m9FzgXOEWE,4060.44
21733,4TST1ErGpMMEjk,45,Q1GW8r imCtHIQBjEUvGvkQ,9632.41
21734,L912aq1nbAa,45,CcGtFzmxqmOovOHFF8yoAihuBGYZdIYddZFbwO,7395.12
21735,BYT4BMQm6OCBl,42,VQXvRSdlJGqhGcj0wWARs4My YIFJ8I01nDmWjRu,3114.44
21736,Wc 0kBh7x93PdE,25,swtyJljYkWz4tKAA2q 1W7CcMRANztVIJIO08v,1345.58
21737,62 IkQxK53VI6pn4,74,uyAlvVzS1L8NkquywBOJ,4826.66
21738,gGsGV4wa1pVQD3T,77,pfdCAULadZiAbfOp3w7v3FDLsWARoTu,7521.9
21739,sgGl1sfov1Pljxl,84,YO5ZacjB7Zlqa6gtVf9TPl5fi2UVY,6848.31
21740,EsUiOJsdVlq1BLScTDEY,74,QpGGo29sBo4z0srDG425Lw1E3,6537.23
21741, 7ryJ7osElvVmUm,46,RsVmuXuSMgBLnolTInqk1,1668.97
21742,LmHdvJ1IDQSYPFlic,90,ZB0O tggcoR0,8457.5
21743,FQ2vSO30PgfB,22,dNKQ3KSkLCGgeTRmDhO68d8D1pefu,3633.24
21744,ALA7qu1tw6T4UrJ2 ,49,qzGb7FBAHnLXjFCYSN8PqIK,5809.39
21745,VvCV aYKsOoIvK7,42,2TTleJlYp3q86sa,8025.81
21746,hZ14t6J6eQv37iuu,53,aPslTRI5Q0UnN1WlPw  vDIbbk7A3V3,9219.04
21747,qqz7IgnnH4Hba,60,NzsS5gO1GBjhKsxbA2OAzYE9ISiNbwpDXzAl,5080.46
21748,twt1uRIR5o 9kzGY,74,NLaEDDU0I3CmsUuO5K0QjvP8pLWcpj88B57HRCse,7854.53
21749,N2QqgW2c8NCz2H0 ,33,PFAJlUs9Luvr3,6737.0
21750,xMY9hZdiygb21aR,64,sTMDpYVDpvAUltpj6oq7vg1rdkj78FwcOP7oEr,6402.88
21751,ClhiSY3MKvrNr8,72,4SGI2RlzvPVKU4cEOl xwoSIEgi,8656.87
21752,jwTYRiuGLvRi,29,t84L HI9XvV9cRy4NVRbbQj32J,1226.15
21753,ZTv7pSx7xINb,19,yto50KB T4qaYfrJqxlWtP Pg,8137.48
21754,ErDEKs6J7F7,82,1KGz30tHB6qi0utea4fVt,8465.1
21755,rSIsghNMU3CTyO,57,P12RtY43W 6UCbHlvLsTw4I Qlc8,6039.7
21756,8jr1R2yvxr7l1HBAZakl,82,ECwN5K 6WonT94XuJ2fUQG,6138.44
21757,t sD6GACZX87Mek,60,g88bvxuY1EXKx7 EsAE5cUM8,7194.09
21758,oVN4q6jrFo2VIr,62,zHTxpbCBApmYc0XiAdgbqkg,3452.27
21759,cZ2O3QeAtf,67,F9pcNLfKk3KC,7485.22
21760,c65K7dxFHDE9q,45,wEZNrliME9B7yWsNwKrMs8ekcUmDjceOz,5913.91
21761,QZorKALoDc,21,15xJYbc5CRjk55ZW6,3495.62
21762,6qJTjPPzg5,41,F lgUbWKxOwA0ivF ioyvzeNs g0jIdQBYX6T,2994.52
21763,4ct0ctgfjywSZ wG2aAv,54,v4rCIPKYxx3YGMNakpYIGe634QZ1UAeNR9e,3416.83
21764,5Y7T6s4oQE44Xs,47,GCldX3XnyPuI3Rkmp5PD3vlyPkOciB2eDv5AI,7641.02
21765,gHAa3cprVfOP,62,AmkNGkqgpYLecZtgBbJEPk4FsYZF6ZDYeLG,4780.96
21766,HlGaICfl40D0EZ6mX,30,oDXZfTRzbjMUmXaC,3712.86
21767,89S6tFPh8y,70,VYg1ZJVvYoMPE,6370.38
21768,PF0D2WNhO45,65,CbIeGL6YezoIgPU7,3739.16
21769,QO2TNNTnzwNChfeS7qv,52,5Zudp1Lb1 JhE,1735.95
21770,wYA BXrOFASo,40,mtmhd7ah 7VCYkBwxypKi5r5wbeEH2oa,9072.4
21771,VncldsDrk26wisSd,54,mGr42XA9xJTGPeBuWoN1t,2654.28
21772,pUalOY4yMoJ2yx9,36,S2TZ0ts3siv60JNM3hIIDWoDb0e5N7zuatM0,8761.53
21773,TSivwJsJYVYmn,84,ieN6B17MDM1P8bH9OK9bBmEZFBaROw5PX1q,4902.94
21774,caCZnLko2mz5Ecn,37,xL2PLLDlAcxWPs,7433.8
21775,LkJNi9HPmPlvrcmt,37, CgVLpFDFaPNbzsshbY4hoj3Nph,1345.19
21776,WFD6feJJUK,68,HybkcCTe272pRnhS5rOJz,3102.85
21777,sV UyA5yoSEuIe,90,mCbLeJMfiZmpKCsN2ffK q2,3183.31
21778,dDZe3nQeE1g0x5H,29,AeqKPgKrdGIE58oQr32,1254.18
21779,ZA54bPr5EHei2lnPa4OP,27,QZaUJFbdjpcoOwZM 26wd5wyn88qSfmc,3059.39
21780,Kt8Fehi VEKvj,33,kdMCJrregpjnqyQCfn6KD39B2YFcDqgGovo8WL,2238.2
21781,KNm1YGUAVdIgJP19jm,93,jQjgl7aaJx0K76mt,9729.69
21782,LIsqnEvjvUmi7L,48,XBDZdIV24X633h7gdM7,7209.37
21783,1tfNx0bO0sZDyu MR5b,88,WnYsGJx0QDXQtMMUn,3859.07
21784,gCR4 ZCKcNu8zu7pA,35,GOT57jySkolJqFU5,5656.18
21785,eaTM5sbn0MTKM73qbjlZ,59,l0DZZGDErlpjWEq3nP3Wx2LH7v2w,5334.2
21786,E451jByOHk7D7SVlf2k,41,JBFIP XtA32dWLEBiAFNpk,8992.79
21787,4sSj10g2pl6mWT735UgW,93,3zkY1rudUyk6EhK13ThybgM,9027.96
21788,lmJSXV601ZOTg,18,a1xT5O EnVoteitikWb64e yLsAzr1Q,2062.98
21789,0Fa5TldYqt,75,rWra1p2poTLhulMQc9,1753.67
21790,O7KmARzIOL,82,cutc 7y7MbM0j,6520.55
21791,2ujF obmkj69ByML,62,Bxa3H8VAnalfxgmYtkmY4y,1549.17
21792,orx9aUpfERsD,24,dRxb6kPR37j92dZLVLlry4wlyGgHx,5687.05
21793,KN7ZCmz6pB NosbxZ,55,SV8LEamEbWpl,3616.06
21794,wC18UCK4e1VBZIqfkEWW,75,AwWoDvKXc UTUpKWDyxzX48dAnQGdZ1ErVf,7832.59
21795,SdONpF7fCLGV0vsF3g,44,J3h6qQKjYgvpVQHClG d5 rxaM6gA,6379.29
21796,31zjtvzFXkb,69,DHHfG yJOqCgFONMIFt16C1GDN1AEQvusjOnxbv7,1965.37
21797,KtUJN iM44b1gAS,85,4Ld1a3RBrFnIgkN7Q5HcT0c4UsgBlgB,9789.06
21798,Oc6jd0Viqeymyb9S9n2U,32,mlMlP6t9ztwUFcpAOM1E8wucoqPCeqQll9,5675.05
21799,C0MM6ua 2G4mP6YX6,43,VA2Ui84t0GsRR3AeWxahReBihcReYD6Nnr,9029.91
21800,OufQctWp0EV,94,KjmV6ZVxAgVqv7L6S19SHG,2977.88
21801,UAr hde4lyvSZdc0KvQh,35,Oj4r h1F9J63hxf150DB3v7s3OOxmw8Qhr,7908.65
21802,Rit4Bis4yGmOzw0k,73,teBS2nsH7IWjks8qhy0GaT0G7g,1436.53
21803,5QLHQ84U6LROnmf,23,k 9psyU8DwAbBHAjrRk9ucJ 6M0tVPXolFNMe,4407.18
21804,IySAvchhzNJlAmkoxvI,25,wSE10Jjj6lK3v,8016.14
21805,Z4tPzl2NG NTl60z10F ,67,ApKOAZf9NRnlRikLjrTfLwr1kp,1985.06
21806,jWvicVIukrCeQVG,75,03lUk0lmL0dbvHQN3,5178.97
21807,1RBjcXhT90O4OPqbMbX,69,sWBkMjdqUWkiBeIk,3133.43
21808,yBkBZ Isy9LQ45,32,ktvg0DNV73EvGoOMsQBIMlzJRWuqcmv7D4K,5072.96
21809, q2TvbI37lRY9V8 ,31,bB6hP1B2VmlBV6AWPckwDYB2k7JgRiQIZR,8842.85
21810,7Vso7jBAvzIJiha,93,hiYXmZSuO70u,5662.46
21811,dWmz8ViGzJFGaa5,97,Ezrwa70LCON6tDnabwOWA,2195.48
21812,eBxTHVUvFB6lnNr,36,a8Q8toEO6h7tHVfBLqxOI,7821.94
21813,f3 oGTvWqhpXQjg09C,74,Vj60tWGpBmRFNXYKgkjDe6UU6SBM5ivVeZm8Z8Fy,5331.97
21814,ZFitP3UbQd7,30,tWb3wmIlxiz1 VwBHbWEYi8XKR,1797.44
21815,esmKdeN3Pb90MhEsV,39,PEYBAJVcfGApZSTAou7o6NKxhmk4wXYctXcsPX,3391.77
21816,wyfMvm74qjRKOicpKoL3,23,xwOwzpLm7A48pYlaFLHWW6zeR4RBMOK,9600.16
21817,vNecQ8GhJqt379XLt8q,64,gVn3eTndxO6N6vc74I7L4LUNfBQnMGBIBG9nWq G,9675.36
21818,f2YhaWjA64yoBKnT8qS,98,wIMOtaOpGxWinylwD39TjmmFNYPX9wgWEB9,7327.46
21819,PVBVyQjSVK9pBl8A,31,dTNKQy6RjqSQ9lfBCxtACzykIfeIH8bX7G,8201.58
21820,EdQUjsdmIsq288rQi0i0,89,zG1kEAIyVnDU488 lrdMw8Ko8,6595.0
21821,vbj Lc2qfw6454Z,64,h 8MERgdwMlNNZRepflU8SV Ib1ZQIO8,6797.93
21822,s8q43QEkXv,24,aR07Nzno3Anf2yc8vY,3694.04
21823,c1eBG37EZc,52,jVSIqwE2AKlQ42sHNWtFwSrxYGC,8900.36
21824,7BIHVGRvOHgLEmo4B6uV,23,wzTFNBa9n8WWYUYkAEJcXiR4PDchf,5581.49
21825,1 RuQns8X4,67,tUmgG1ZqtcZ1eDm8Kvv6BNyEHc8egE,9530.35
21826,s9qy5a7y9IJ3Uo0wVpfS,43,d1Iz0clGrp88O0btX,2406.37
21827,8mJIBj4ykGtgLL5,82,pQxHmsEXGIKAEpwPaGfEOi03FWoL49gVHHk,6702.58
21828,iDDUfKDJ6kZid,94,ANtumc5eW5lD9EbtPw59IMzN7asQQGYTEHW7,6638.81
21829,ZoDVIyniHRsGvDMXM,28,dLKqhY9eC6Nd6I,5486.54
21830,nfPjwDgKNb8Js,29,IP3oeReXCTJO,6102.86
21831,ptkhMh 8tk3vhsl,76,r7GuxSU207bWHTK4eATbH,2863.85
21832,pXNyt2c7gNDM,60,U75OpgcAIjlwKphXlO3eP7R5HNaf8o1r5R,8449.16
21833, B1uIIemTT6,83,bxdJlFpORqIU96aOW3JmKmy2GrLNeMTTewpqMZP,3892.92
21834,7sRMzdJPjH9Y1o,95,BMPAxmNq CD7s nufv5KvtAwn2BOEkEi4KHxj3,9866.37
21835,9AdRoYQri1,89,2Ki2eZzn8PdsXhzp66NPbz8wzrj iXHXB3LVa5u,3208.44
21836,SCwDhRrnqE,82,V Zrqbp8lm2HYpAq9g5FWwBIcP9mL5,6629.21
21837,OOvXcc8FWVZ3vewS7O,39,mvVi7Q61B3lCznhk8zniHodM898C,4344.98
21838,Tl9yew3DaC2imR GEeSj,69,FnL2i6uIhraj9Rc3mMXryvBZ9IP03zkry,1109.76
21839,WlbPxSOnmx,49,YGjAxsTXxMnUuCEyyfH8J1bl,5132.78
21840,ELpEYaSvebO,76,rjjgGANEmxgv38QgLOmKN7ZV,9907.44
21841,OrifUrqJDT9Y0xG8JAJm,45,aHQ7HsTDmlcickm2PRmz0A1 rvSe,5091.47
21842,1VqruzzFwxo7IRAGp,63, bRiSuEVOGqLAWnj4dHUk,8034.17
21843,oNXFSegArlV43k,94,bE2mdQey11mWvCZe2,1445.53
21844,r4oT2pYbDk,87,3CCgru0AOOmkITGtuDInCt1m5g47YvHtm ,6068.56
21845, xyj3L9I6T,82,xFnXe2vJcNATAoYQTLgLg l t8XY,3297.32
21846,ePngTrEWLt60brz,35,rxYdTpga35gnJuQrun,8157.54
21847,WV49GMqif3E,97,q2t2vgnb1sU6Y6Knrt8,7364.95
21848,ESmJ15etk89t,18,XIxARn3oT3v7OslT9NLSbF3nownUOe,2828.62
21849,rlcPdoi6hqr,32,d eyZ q4XHEDNxuz6OKepHy9PMzLDmagX95s o,1601.01
21850,3Bd1VQ XCj,74,75X3LBcbmCuIlQS70UiPjlZnWrWM,3062.5
21851,ObtTNGaS0fcrcQCPt,32,QckWfvTZ1U7WDnECwCgy6kqX,3865.42
21852,7FP9c1BruqpP6X,67,vwpHJ8VWeMhhix1biI5qWjb1KBg9TBAQFN,2904.65
21853,CiK9tSl3cLqOqlkLs 1,28,qvzX7AGkodm08,3072.87
21854,t7r50P07SxJ,27,1eQMV7R6iYlCXBvJfRuiTspi,4951.77
21855,n9r8LsU055Oz,77,2apSW8fRW4UMLjo9ycYYrU0pgjKdxFpe,1600.98
21856,HT5OKBepVzbKIRIMFCX,87,y2dTWCuf27Br9EeF6KfrdXy6G,9596.65
21857,vbLwJ49jM2Yk,99,psPSNOgyIJJsDTPNPdwdKfzTnbmOeYBOAr3kB9U,3625.42
21858,lcUL3pHWrHRR,28,FB8iXquSCgm4kAU9xzw3yAP9iwv3kw4cKd5fR7,1630.44
21859,g9 5C bgygc8ZJe,21,mYPB2nchiPCcLBAcQWImW,6491.42
21860,jVXxzvztFq,98,MwB0WXiOx80Mn AhSyPFhwOjdGgEXvxy,4982.25
21861,VlBQPnUb LyHWw6WU,42,L nXkLt7akBx0X2Uc,8376.86
21862,eiV2L6qTCZ4Cn,41,zCy8oXY1DWT9wsQrG0Y MDkwpRmX76xEv75,9367.03
21863,GXz2wJR4wRhdpnJjg,100,iBk9U M9HsTjrzrQvhifYoarK8UqxVgdt0Fz,6048.7
21864,JcbE1rikITSgNiGH7O,55,1pmDOfbY9Xjh,9989.75
21865,N4THN9moyHQKezqckJ,82,yqMIpJZGMMJ5VeWskbmD3SYZPUOVmn1V6LnlQ3,7613.66
21866,eMR5r ctRru,59,AMrgMsVsPuMkCLIGaLn5MMpiPy55N,7646.69
21867,QYLTuEoelRsFQgTaLq2,18,zo1MqthU 59OrhRsaVQnNpv2HrHiCrYCk,5510.76
21868,s3F 87knFn18Q,35,LHoH3JzijtM2tqZSs8BR6Vq2qj,6816.02
21869,XNOybLndgP,23,1Mg912WPiinJXbmofNw3JJinx6XMbf30r,3758.91
21870,SBpufPC0OnHOKd3K9x5O,40,NoWduXMFJ95AVL0xrKKfvtkYxmK5XQgtsRD,8527.51
21871,rj HiibsWQmLgXle,43,RGfg9DcHRN1ujEswl8j,9501.45
21872,OtklUBeFrYN7cd,58,iIAl1r2Gn35EdcW6 tfHuHNqs0Ri,6912.41
21873,VXSdmch75dDuf2Kt,29,LYkwDok0KWkQkGmRFSXJ ndo3Qj,6466.09
21874,sp30PqSBJMn2mVVusIXC,90,QwRURiqLo2b1FaJ9lM6S,9441.58
21875,N vSSxD45iluY,29,hkiLx7TYcTCh0,1873.72
21876,Lv7UMU1pzBc,54,oNB6hwoDrXwfk1IX,8522.76
21877,hRLOCANGPkkHk,80,CyMUphEaZZkJWMUhDNg,1747.45
21878,5UfnklaPaGFuZaIQfQ6,50,1cwm7bw8tqQe5j6Fzhut,6444.88
21879,Yx2QBwufadS5Llgd9,29,itgmNdwo6JL14MenATwcZyU9sS,1823.14
21880,7SrUqoNiVXvZ4RVa8o,77,mPWGrKLdZvznBmQYC2YDXPzXoolzj z,5629.44
21881,muRX9 AL1wRimaQRE0H,25,p9rhekHLT1uzZ0pqKb1Lnizj4jFfQ0PF,9611.35
21882,FeaPNofZFoWg,59,gGLri46OQLTsRuRNW92tt4mrhgO3z3xSd98H6,7639.43
21883,8kHHCySkdaU,48,sWW8GP7n qA0,4479.24
21884,t0In7L6lopCKBgwmv,79,OqdFRCC515nfwhePTAo4ZosUUYJW5my5uc,2317.94
21885,B8i2tpAY0Or,61,ZuCnSwwQHkZd0cdagvI,5493.14
21886,VhAqB5GELG,51,oxzzFUyVnMVtjR,9360.73
21887,G3UTJqsVWgcfLqAMT,98,IgyT6Gdwz2P3YGoipyMan3A7C,6098.02
21888,AWsLXhs8wRrAYa,28,KMEdUxoIqWhHR,9980.57
21889,w w7S4xmIdDsGiPA,21,4 3hriArAfCc0gDLTCpl5HebFOcCSL9oMl5oRaES,9102.44
21890,jqYbJlS3GrR 5Fk5e,89,R6eH9GW zaQ3Bg9s fTkdQud,5714.67
21891,fgQtkcW8BawoUSlUOU,43,GwpevxuAx0rSf5FHH7D69byB2sw0B8Wu212TBfjn,4058.47
21892,YtX8BiCkaKuV5Qf0Qpx,71,5kpyaIrOkQi9L8onF68fuM3Z6mH09Ty,1861.11
21893,ByKNv2sTm yYx lVJhA,76,p9hcrGvQZ1qB0qXsxGELX0bzDP7GAkw,6156.67
21894,XQM8tpid7ff,55,uKRwrfUNUdTVe0tz0O9ZKol7AgSX5t,3256.89
21895,5C43WTBsKK,22,LrHKlxbJlcEA7RVQa5mZ7UG,6954.12
21896,pwnhKIFE8NJtm,36,HffEDkMw0rhl2uxtQm7sD6KFkxZijjjtX,7415.99
21897,CacydtcKnlFaPW459a,39,spGF4zLFXYpouFQDTgbRQJ9zqmmROV5jeD,3959.41
21898,sVP4aS2ZoR,26,KrGXELnqwEhTaoDzHvtP,6442.28
21899,sKasge9kgD3CE2V,42,5vG9R6wUYUePomVv5,3729.48
21900,dZxLOb4ukvQAu 8uQ,74,UaUuKFULB9oFWAwF,5788.81
21901,fY4hurJqe2iUSJm54AAu,64,6PJqBLix0AQKYPizZUp42J5V0NjPCmfdCt7T,2856.75
21902,4j9zMK4sEIPpGcz41,81,qxzlWu53LbXQBxWWqDc9JKltv4HUptY4nki,4161.0
21903,XuA0SGTMAaAG,22,3RNrflvw58Ljv,7815.77
21904,zPKvqctntTYPQtD,38,hmwVGFrGT5QxjkLFgZmkPel 7cBHQ6,2225.06
21905,BPzVzkHC EI hHO,43,3yRO5eA33GYzzK8QDyD0lrnN,2448.15
21906,itsTXfDINKhcw ,48,GBXRHaQun1ciWfNxcFWJvq3V1Bt,9647.67
21907,yixZqMoOxo,98,ObTIfPfxbjqrfpdYcDHw6tZof,9749.78
21908,JpgNRxb1x0ed,59,BXUbafZNa0bqw6kN0,3950.26
21909,vUDLMPMWEc3n,41,O1eH5ZjTXR795Ee,3285.72
21910,uoxYEAle1rtQm,90,qCwGDjNiKm4QnDMs,5131.03
21911,DzFiMwZTaYZ,93,Flop2YP0npUoeln BwB 0So0dIYWbGbra,4981.05
21912,KLPwCU4ysy,74,77jPBxzbh7cxZK,1719.34
21913,iqSeUGUhmF,24,aB7TPae7vllJ1nCwhal4yq8mykLOZ1yuXzTlKQ,8926.19
21914,WWrZmBsforn,71,ORY1cR0rDvballpT5u5wS9cWRnMvazgpMQrCmN5,9343.14
21915,S4q8za5gVAXRNJVlTX20,74,Xna3nB97gUp GD2a1CbYwcAF,5930.23
21916,zfwF4rDzEEABrxX,98,KZYlXYqt2KarT7xW,2795.37
21917,d6swUTIm 0ELU83KUMlj,98,gYHuoq LMHKJH9aAhW4XDLXIbt,9461.62
21918,ncu65W0KFmktsZT,22,zCwiglm9Hrdi 1wpy5oXt4RslSHuxdu0,4588.49
21919,NBC5S5KM19pidpDN,36,bMtVm3oMMPs4Jyvg,5522.0
21920,3 fW3AP8genGm,46,tXSpdosDVNxoqda8ShyqQ4rc9cdsA7,5505.51
21921,YucyPFxIaIOlMFAXsglD,18,MmMOzusykg0Z4Meg0BAN0egUmgVmPWAZcdepvd1x,3586.75
21922,5J3A5PiVSp,35,E8FDrPD9FCBzx,6796.77
21923,ttfKMbpSe7wawcG,21,1hAx1LGC9QENKnZAuaFKrLe,9077.99
21924,8xVrk8VeexL,70,0SIZldy6IiXp559xTev9AYws,9279.09
21925,TyMUIifX1zMp4q72q8,78,YRd5JCdRUfzFJqci40g,4953.96
21926,9myqiq9UyYzPkevIc,78,blofB4ivWPoP1xiIYj85brfxEfE07CerEKdFpTy,3734.67
21927,WaX4epfBBnK,24,Fhw9fNiFSYxccWzkjn51 HW0h,9831.21
21928,ebVjlH9QXRMpPSKbYls,41,nbTyYxAF325EgX7wb7RC2dU,1378.98
21929,neCysNX4pb5Q4c,43,V5NakC4kMeIF3xFJjsNJvCxwt7S0QDr0eCnI9PP,6306.65
21930,pxFWPh1O83,47,tZjTmxqA80v jTzCoAVCcof86McfIxZ0i5,7059.46
21931,cA6YCZsOkCoH,41,LvfR63hOCArHRp7Ldp,5980.26
21932,kAjEKOym0t,21,OXyJctaOODsOn7yCLHDfcvQxlK09HrZgtvq0X9SQ,7020.57
21933,O0dqDGtmtlmPquUBWDFR,93,48xNeCLKu1MLY2QH0LDvw5eewEMo8YmpKTvfugJU,1451.06
21934, zGLYnAdD9eU7K5h1LgN,47,kG3a9eqIZ6Uk7wvsFKLqiZRFCYzGNY5YRXf,7859.0
21935,Y kPibMovfP9Sw2i O,90,2CzAF7ZjmpqgBEjW9d94m3kns9gomGhJgLJbnlz,9661.96
21936,t4DPYZNeRdBjALYG zM,65,wiLv9EmAU5YmZiAvw,9460.25
21937,kJwGdDgaN4VdLrnnJ,22,VrGjbpxrhyxR7XVkmB3U10sFJaa,2556.21
21938,zB3n3KMjAGYdQMo,53,63jerMCMrGRauCXsqqNg57UWBnCGnFtTL9vF9T6,9505.01
21939,GFVvbUec2aa,61,l0SEGXcvnQ15DKHzM8X15QX1pZ,1536.46
21940,KCG 7m1lx5zA,95,f8VSvVLyOHPY43jC4afl6RYAXDBvf8dY,5594.72
21941,NFf 31QNXM7XGAQPQCB,30,6oyYSQcNn0D3dXHDdh3,7843.47
21942,Lhrtodsbx 5VVmR,22,tMy78Ci07VbjDIZGXbHi5iselcIMi,8090.21
21943,WQzovieOlA0Ut,28,h9q5UtVZgX57NiyyV517Ar7x 9EBiRrHzfr3UV7G,3215.93
21944,M0kPuMG1MxnGoGW,99,F0uo7yXotApH5VCmfBGD6R,4878.7
21945,Yq8loO5UVDEzEh3ysiP,98,t0eOE nkQaBoWMwa0a3FFfENnZaY2fziaHJ,1356.2
21946,0qTJdT8hSR5w2EA,44,ZjgspTH0s4GUfON,8713.74
21947,vVHDLEt1 ISSZKLUQDCo,53,dM6X4q3uC8WzZDLRKV3qTGRkgYDz hLrWS4E,5560.95
21948,iXLzy7KmrnAI,100,Kk8pHnBN2EQY9JU9Rc33HbDmDix,4169.39
21949,y5jmdLiIWz56r,44,izJXdWgouU7xLM5fWjjzokqZ2zJiP8v2,2695.01
21950,YpEnjDhwWR,71,5hWkBcFTd W3nMOJskZBKlEMgEc,4751.11
21951,Fix2Nq8KcJpKcjW8SK,61,R9TDrGRk8wWk1W6GfMLSgzjMsmGgukmJxz6FzMK6,9085.63
